144,Car,Nissan,Skyline,10.0,152WW975,10.0,2021,1,16,65326,13.0,18.0,4
145,Car,Nissan,Skyline,10.0,152WW976,10.0,2021,1,17,65326,13.0,18.0,4
146,Car,Nissan,Skyline,10.0,152WW977,10.0,2021,1,18,12515,13.0,18.0,4
147,Car,Nissan,Skyline,10.0,152WW978,10.0,2021,1,19,12515,51.0,12.0,4
148,Car,Nissan,Skyline,10.0,152WW979,10.0,2021,1,20,12515,51.0,12.0,4
149,Car,Nissan,Skyline,10.0,152WW980,10.0,2021,1,21,12515,51.0,12.0,4
150,Car,Nissan,Skyline,10.0,152WW981,10.0,2021,5,5,12515,51.0,12.0,4
151,Car,Nissan,Skyline,10.0,152WW982,10.0,2021,5,6,12515,51.0,12.0,4
152,Car,Nissan,Skyline,10.0,152WW983,10.0,2021,5,7,12515,51.0,12.0,4
153,Car,Nissan,Skyline,10.0,152WW984,10.0,2021,5,8,12515,51.0,12.0,4
154,Car,Nissan,Skyline,10.0,152WW985,10.0,2021,5,9,12515,51.0,12.0,4
155,Car,Nissan,Skyline,10.0,152WW986,10.0,2021,5,10,12515,51.0,12.0,4
156,Car,Nissan,Skyline,10.0,152WW987,10.0,2021,5,11,12515,51.0,12.0,4
157,Car,Volkswagen,Golf,20.0,201D624,10.0,2021,5,12,12515,51.0,12.0,4
158,Car,Volkswagen,Golf,20.0,201D625,10.0,2021,5,13,52235,51.0,12.0,5
159,Car,Volkswagen,Golf,20.0,201D626,10.0,2021,5,14,52235,51.0,12.0,5
160,Car,Volkswagen,Golf,20.0,201D627,10.0,2021,5,15,52235,51.0,12.0,5
161,Car,Volkswagen,Golf,20.0,201D628,10.0,2021,5,16,52235,51.0,12.0,5
162,Car,Volkswagen,Golf,20.0,201D629,10.0,2021,5,17,52235,51.0,12.0,5
163,Car,Volkswagen,Golf,20.0,201D630,10.0,2021,5,18,52235,51.0,12.0,5
164,Car,Volkswagen,Golf,20.0,201D631,10.0,2021,5,19,52235,51.0,12.0,5
165,Car,Volkswagen,Golf,20.0,201D632,10.0,2021,3,20,52235,23.0,43.0,5
166,Car,Volkswagen,Golf,20.0,201D633,10.0,2021,3,21,52235,23.0,43.0,5
167,Car,Volkswagen,Golf,20.0,201D634,10.0,2021,2,22,52235,23.0,43.0,5
168,Car,Volkswagen,Golf,20.0,201D635,10.0,2021,2,23,52235,23.0,43.0,5
169,Car,Volkswagen,Polo,20.0,171C461,10.0,2021,2,24,52235,23.0,43.0,5
170,Car,Volkswagen,Polo,20.0,71C462,10.0,2021,2,25,52235,23.0,43.0,5
171,Car,Volkswagen,Polo,20.0,171C463,10.0,2021,2,26,52235,23.0,43.0,5
172,Car,Volkswagen,Polo,20.0,171C464,10.0,2021,2,27,52235,23.0,43.0,5
173,Car,Volkswagen,Polo,20.0,171C465,10.0,2021,2,28,52235,23.0,43.0,5
174,Car,Volkswagen,Polo,20.0,171C466,10.0,2021,2,10,52235,23.0,43.0,5
175,Car,Volkswagen,Polo,20.0,171C467,10.0,2021,2,10,52235,23.0,43.0,5
176,Car,Volkswagen,Polo,20.0,171C468,10.0,2021,2,10,52235,23.0,43.0,5
177,Car,BMW,X1,12.0,181K894,10.0,2021,2,10,52235,23.0,43.0,5
178,Car,BMW,X1,12.0,181KK895,10.0,2021,2,10,52235,23.0,43.0,5
179,Car,BMW,X1,12.0,181KK896,10.0,2021,2,10,52235,23.0,43.0,5
180,Car,BMW,X1,12.0,181KK897,10.0,2021,4,10,52235,23.0,43.0,5
181,Car,BMW,X1,12.0,181KK898,10.0,2021,5,10,52235,23.0,43.0,5
182,Car,BMW,X1,12.0,181KK899,10.0,2021,2,10,52235,23.0,43.0,5
183,Car,BMW,X1,12.0,181KK900,10.0,2021,3,10,52235,23.0,43.0,5
